4.390637762281607986e-02,6.587246165116017460e-02
7.021850227040281334e-02,4.733288116448446797e-02
5.191170645286591334e-02,6.578441097672473037e-02
4.004565051304456724e-02,5.774587091194675892e-02
4.317452507535619183e-02,5.724261196274819941e-02
5.774214037947125039e-02,5.245354142336832587e-02
3.991021277986276511e-02,3.725323042884155778e-02
4.519110166195838829e-02,4.536844294413007461e-02
4.943469983098382897e-02,4.470090458464127947e-02
5.389019237645031185e-02,3.696918733119095718e-02
4.901153806714779460e-02,6.228675301120878416e-02
4.934648858883119299e-02,6.004620200845862954e-02
4.150198378017714435e-02,3.260960185799741812e-02
5.764018143085328227e-02,5.146170813550664941e-02
5.736006803442413038e-02,2.728976281432565418e-02
4.771036676886125649e-02,4.368418936922663365e-02
3.920676080034492250e-02,5.398640477421098177e-02
5.405966573835701422e-02,5.976056418590569574e-02
6.828346639471699620e-02,6.235030007619064840e-02
6.657988656730812194e-02,4.837975264954212651e-02
5.641817054691491973e-02,4.516159782922403443e-02
4.413615847159375882e-02,4.925724175879629685e-02
6.017456914416207531e-02,5.480036772335432349e-02
5.152393328953824153e-02,3.886518936563107540e-02
7.508541186836539816e-02,3.626381908663889320e-02
6.121160347418255765e-02,6.109244600837064609e-02
5.365026268192382708e-02,3.334519454541721994e-02
5.041085787954112385e-02,4.209904492971133783e-02
6.163406699261510940e-02,5.279786787006857107e-02
5.079760439365765129e-02,4.544671308860030734e-02
3.624337553737128070e-02,5.783214736057128852e-02
5.087423222763376440e-02,4.692543862768030344e-02
6.113536035637798238e-02,4.293895897957024366e-02
4.789105352109905567e-02,6.767836185529535475e-02
4.742853019776103324e-02,3.343897210954649424e-02
6.391376056523172255e-02,5.306652436591900723e-02
3.187249324519800253e-02,6.267123221589275539e-02
2.467439977388588557e-02,4.628929088422158861e-02
4.783805804854316529e-02,4.882778868877556133e-02
4.883419399425401042e-02,5.156003049162527496e-02
4.593179867009399009e-02,6.819695406038497887e-02
6.256169674719258555e-02,4.268164085288230630e-02
5.005834577900596105e-02,3.265593271444289930e-02
4.535090185938241147e-02,4.616778400251818348e-02
6.857467088672522526e-02,5.227959186915043938e-02
4.894009650033569886e-02,4.289427080108715318e-02
6.694873471976088564e-02,3.209821961457992590e-02
3.943617554876532871e-02,5.599170802841920563e-02
4.462157310564254104e-02,4.561510658289344433e-02
5.267476917052174579e-02,5.455732841184959825e-02
